row_id,og_id,car_brand,car_name,engine,total_speed_kmh,fuel_type,cc_capacity,kwh_capacity,_idx,price_min,price_max,horsepower_min,horsepower_max,torque_nm_min,torque_nm_max,0_100_kmh_performance_secs_min,0_100_kmh_performance_secs_max,seats_min,seats_max,region,country,price_tier
293-1,293,Volkswagen,Passat Alltrack,2.0L Turbo Diesel i4,220,diesel,1968.0,,1,36000.0,36000.0,240.0,240.0,400.0,400.0,7.8,7.8,5,5,Europe,Germany,Midrange
294-0,294,Volkswagen,Polo GTI,2.0L Turbo i4,238,petrol,1984.0,,0,28000.0,28000.0,204.0,204.0,320.0,320.0,6.7,6.7,5,5,Europe,Germany,Midrange
295-0,295,Volkswagen,Up! GTI,1.0L Turbo i3,196,petrol,999.0,,0,20000.0,20000.0,115.0,115.0,200.0,200.0,8.8,8.8,4,4,Europe,Germany,Budget
296-0,296,Volkswagen,T-Cross,1.0L Turbo i3,200,petrol,999.0,,0,25000.0,25000.0,95.0,95.0,250.0,250.0,10.2,10.2,5,5,Europe,Germany,Budget
296-1,296,Volkswagen,T-Cross,1.5L Turbo i4,200,petrol,1498.0,,1,25000.0,25000.0,150.0,150.0,250.0,250.0,10.2,10.2,5,5,Europe,Germany,Budget
297-0,297,Volkswagen,ID.5,Electric,180,electric,,77.0,0,45000.0,45000.0,174.0,174.0,310.0,310.0,8.4,8.4,5,5,Europe,Germany,Midrange
297-1,297,Volkswagen,ID.5,Electric,180,electric,,77.0,1,45000.0,45000.0,299.0,299.0,310.0,310.0,8.4,8.4,5,5,Europe,Germany,Midrange
298-0,298,Volkswagen,ID. Buzz Cargo,Electric,145,electric,,77.0,0,55000.0,55000.0,204.0,204.0,310.0,310.0,10.2,10.2,3,3,Europe,Germany,Premium
299-0,299,Volkswagen,Touareg R,Plug-in Hybrid v6,250,hybrid,2995.0,,0,70000.0,70000.0,462.0,462.0,700.0,700.0,5.1,5.1,5,5,Europe,Germany,Premium
300-0,300,Volkswagen,Multivan,Plug-in Hybrid,190,petrol,1395.0,,0,50000.0,50000.0,150.0,150.0,350.0,350.0,9.4,9.4,7,7,Europe,Germany,Midrange
300-1,300,Volkswagen,Multivan,Diesel i4,190,hybrid,1968.0,,1,50000.0,50000.0,218.0,218.0,350.0,350.0,9.4,9.4,7,7,Europe,Germany,Midrange
301-0,301,Volkswagen,Polo BlueMotion,1.2L Diesel i3,190,diesel,1199.0,,0,22000.0,22000.0,75.0,75.0,250.0,250.0,10.5,10.5,5,5,Europe,Germany,Budget
301-1,301,Volkswagen,Polo BlueMotion,1.2L Diesel i3,190,diesel,1199.0,,1,22000.0,22000.0,95.0,95.0,250.0,250.0,10.5,10.5,5,5,Europe,Germany,Budget
302-0,302,Volkswagen,Golf Sportsvan,1.5L Turbo i4,210,petrol,1498.0,,0,30000.0,30000.0,130.0,130.0,250.0,250.0,8.9,8.9,5,5,Europe,Germany,Midrange
302-1,302,Volkswagen,Golf Sportsvan,1.5L Turbo i4,210,petrol,1498.0,,1,30000.0,30000.0,150.0,150.0,250.0,250.0,8.9,8.9,5,5,Europe,Germany,Midrange
303-0,303,Volkswagen,Golf Alltrack,2.0L Turbo Diesel i4,210,petrol,1968.0,,0,35000.0,35000.0,147.0,147.0,350.0,350.0,7.1,7.1,5,5,Europe,Germany,Midrange
303-1,303,Volkswagen,Golf Alltrack,2.0L Turbo Diesel i4,210,petrol,1968.0,,1,35000.0,35000.0,200.0,200.0,350.0,350.0,7.1,7.1,5,5,Europe,Germany,Midrange
304-0,304,Volkswagen,Scirocco R,2.0L Turbo i4,250,petrol,1984.0,,0,40000.0,40000.0,280.0,280.0,350.0,350.0,5.5,5.5,4,4,Europe,Germany,Midrange
305-0,305,Volkswagen,Tiguan Allspace,2.0L Turbo i4,215,petrol,1984.0,,0,35000.0,35000.0,184.0,184.0,320.0,320.0,7.6,7.6,7,7,Europe,Germany,Midrange
305-1,305,Volkswagen,Tiguan Allspace,2.0L Turbo i4,215,petrol,1984.0,,1,35000.0,35000.0,230.0,230.0,320.0,320.0,7.6,7.6,7,7,Europe,Germany,Midrange
306-0,306,Volkswagen,Arteon 4MOTION,2.0L Turbo i4,250,petrol,1984.0,,0,48000.0,48000.0,190.0,190.0,350.0,350.0,5.6,5.6,5,5,Europe,Germany,Midrange
306-1,306,Volkswagen,Arteon 4MOTION,2.0L Turbo i4,250,petrol,1984.0,,1,48000.0,48000.0,320.0,320.0,350.0,350.0,5.6,5.6,5,5,Europe,Germany,Midrange
307-0,307,Volkswagen,ID.4 GTX,Electric AWD,180,electric,,77.0,0,50000.0,50000.0,299.0,299.0,460.0,460.0,6.2,6.2,5,5,Europe,Germany,Midrange
308-0,308,Volkswagen,ID.3 Pro,Electric,160,electric,,58.0,0,35000.0,35000.0,204.0,204.0,310.0,310.0,7.3,7.3,5,5,Europe,Germany,Midrange
309-0,309,Volkswagen,Golf Variant,1.5L Turbo i4,220,petrol,1498.0,,0,32000.0,32000.0,130.0,130.0,320.0,320.0,7.5,7.5,5,5,Europe,Germany,Midrange
309-1,309,Volkswagen,Golf Variant,2.0L Diesel i4,220,petrol,1968.0,,1,32000.0,32000.0,150.0,150.0,320.0,320.0,7.5,7.5,5,5,Europe,Germany,Midrange
310-0,310,Volkswagen,Crafter,2.0L Turbo Diesel i4,160,diesel,1968.0,,0,40000.0,40000.0,102.0,102.0,410.0,410.0,13.0,13.0,3,3,Europe,Germany,Midrange
310-1,310,Volkswagen,Crafter,2.0L Turbo Diesel i4,160,diesel,1968.0,,1,40000.0,40000.0,177.0,177.0,410.0,410.0,13.0,13.0,3,3,Europe,Germany,Midrange
311-0,311,Volkswagen,Lupo,1.4L i3 Gas,170,petrol,1390.0,,0,15000.0,15000.0,60.0,60.0,120.0,120.0,14.3,14.3,4,4,Europe,Germany,Budget
311-1,311,Volkswagen,Lupo,1.2L Diesel i3,170,petrol,1199.0,,1,15000.0,15000.0,75.0,75.0,120.0,120.0,14.3,14.3,4,4,Europe,Germany,Budget
312-0,312,Volkswagen,Corrado,2.9L VR6,235,petrol,2861.0,,0,25000.0,25000.0,190.0,190.0,245.0,245.0,6.4,6.4,4,4,Europe,Germany,Budget
313-0,313,Volkswagen,Phaeton,3.0L v6 Diesel,250,petrol,2967.0,,0,85000.0,85000.0,240.0,240.0,560.0,560.0,6.1,6.1,5,5,Europe,Germany,Premium
313-1,313,Volkswagen,Phaeton,6.0L W12 Gas,250,petrol,5998.0,,1,85000.0,85000.0,450.0,450.0,560.0,560.0,6.1,6.1,5,5,Europe,Germany,Premium
314-0,314,Volkswagen,Golf Cabriolet,1.2L i4 Turbo,217,petrol,1197.0,,0,30000.0,30000.0,105.0,105.0,200.0,200.0,8.4,8.4,4,4,Europe,Germany,Midrange
314-1,314,Volkswagen,Golf Cabriolet,2.0L i4 Turbo,217,petrol,1984.0,,1,30000.0,30000.0,210.0,210.0,200.0,200.0,8.4,8.4,4,4,Europe,Germany,Midrange
315-0,315,Volkswagen,Santana,1.5L i4 Gas,190,petrol,1498.0,,0,15000.0,15000.0,110.0,110.0,145.0,145.0,12.9,12.9,5,5,Europe,Germany,Budget
316-0,316,Volkswagen,Polo Vivo,1.4L i4 Gas,170,petrol,1390.0,,0,14000.0,14000.0,85.0,85.0,132.0,132.0,10.8,10.8,5,5,Europe,Germany,Budget
316-1,316,Volkswagen,Polo Vivo,1.6L i4 Gas,170,petrol,1598.0,,1,14000.0,14000.0,105.0,105.0,132.0,132.0,10.8,10.8,5,5,Europe,Germany,Budget
317-0,317,Volkswagen,Karmann Ghia,1.2L i4 Gas,138,petrol,1192.0,,0,25000.0,25000.0,34.0,34.0,106.0,106.0,23.0,23.0,2,2,Europe,Germany,Budget
317-1,317,Volkswagen,Karmann Ghia,1.2L i4 Gas,138,petrol,1192.0,,1,25000.0,25000.0,60.0,60.0,106.0,106.0,23.0,23.0,2,2,Europe,Germany,Budget
318-0,318,Volkswagen,Fox,1.2L i4 Gas,148,petrol,1198.0,,0,12000.0,12000.0,55.0,55.0,93.0,93.0,17.5,17.5,5,5,Europe,Germany,Budget
318-1,318,Volkswagen,Fox,1.4L i4 Gas,148,petrol,1390.0,,1,12000.0,12000.0,75.0,75.0,93.0,93.0,17.5,17.5,5,5,Europe,Germany,Budget
319-0,319,Volkswagen,Vento,1.6L i4 Gas,186,petrol,1598.0,,0,18000.0,18000.0,105.0,105.0,153.0,153.0,11.7,11.7,5,5,Europe,Germany,Budget
319-1,319,Volkswagen,Vento,Diesel,186,petrol,1598.0,,1,18000.0,18000.0,110.0,110.0,153.0,153.0,11.7,11.7,5,5,Europe,Germany,Budget
320-0,320,Volkswagen,Golf Electric,Electric,140,electric,,35.8,0,33000.0,33000.0,136.0,136.0,290.0,290.0,10.4,10.4,5,5,Europe,Germany,Midrange
321-0,321,Volkswagen,Bora,1.6L i4 Gas,200,petrol,1598.0,,0,20000.0,20000.0,100.0,100.0,220.0,220.0,9.4,9.4,5,5,Europe,Germany,Budget
321-1,321,Volkswagen,Bora,1.9L i4 Diesel,200,petrol,1896.0,,1,20000.0,20000.0,150.0,150.0,220.0,220.0,9.4,9.4,5,5,Europe,Germany,Budget
322-0,322,Volkswagen,Teramont,2.0L i4 Turbo,190,petrol,1984.0,,0,32000.0,32000.0,235.0,235.0,350.0,350.0,8.6,8.6,7,7,Europe,Germany,Midrange
322-1,322,Volkswagen,Teramont,3.6L v6 Gas,190,petrol,3597.0,,1,32000.0,32000.0,276.0,276.0,350.0,350.0,8.6,8.6,7,7,Europe,Germany,Midrange
323-0,323,Volkswagen,Taos,1.5L i4 Turbo,193,petrol,1498.0,,0,24000.0,24000.0,158.0,158.0,250.0,250.0,8.4,8.4,5,5,Europe,Germany,Budget
324-0,324,Volkswagen,Up! Cabriolet,1.0L i3 Turbo,160,petrol,999.0,,0,18000.0,18000.0,82.0,82.0,95.0,95.0,12.4,12.4,4,4,Europe,Germany,Budget
324-1,324,Volkswagen,Up! Cabriolet,1.0L i3 Turbo,160,petrol,999.0,,1,18000.0,18000.0,115.0,115.0,95.0,95.0,12.4,12.4,4,4,Europe,Germany,Budget
325-0,325,Volkswagen,T-Roc Cabriolet,1.0L i3 Turbo,205,petrol,999.0,,0,35000.0,35000.0,115.0,115.0,250.0,250.0,9.6,9.6,4,4,Europe,Germany,Midrange
325-1,325,Volkswagen,T-Roc Cabriolet,1.5L i4 Turbo,205,petrol,1498.0,,1,35000.0,35000.0,150.0,150.0,250.0,250.0,9.6,9.6,4,4,Europe,Germany,Midrange
326-0,326,Volkswagen,Passat CC,2.0L i4 Turbo,240,petrol,1984.0,,0,40000.0,40000.0,200.0,200.0,280.0,280.0,7.3,7.3,5,5,Europe,Germany,Midrange
326-1,326,Volkswagen,Passat CC,2.0L i4 Turbo,240,petrol,1984.0,,1,40000.0,40000.0,280.0,280.0,280.0,280.0,7.3,7.3,5,5,Europe,Germany,Midrange
327-0,327,Volkswagen,Transporter,2.0L i4 Turbo Diesel,180,diesel,1968.0,,0,35000.0,35000.0,102.0,102.0,340.0,340.0,12.2,12.2,9,9,Europe,Germany,Midrange
327-1,327,Volkswagen,Transporter,2.0L i4 Turbo Diesel,180,diesel,1968.0,,1,35000.0,35000.0,204.0,204.0,340.0,340.0,12.2,12.2,9,9,Europe,Germany,Midrange
328-0,328,Volkswagen,Amarok V6,3.0L v6 Turbo Diesel,191,diesel,2967.0,,0,45000.0,45000.0,204.0,204.0,580.0,580.0,7.9,7.9,5,5,Europe,Germany,Midrange
328-1,328,Volkswagen,Amarok V6,3.0L v6 Turbo Diesel,191,diesel,2967.0,,1,45000.0,45000.0,258.0,258.0,580.0,580.0,7.9,7.9,5,5,Europe,Germany,Midrange
329-0,329,Volkswagen,ID.2,Electric,160,electric,,50.0,0,25000.0,25000.0,170.0,170.0,220.0,220.0,8.0,8.0,5,5,Europe,Germany,Budget
330-0,330,Volkswagen,Polo TDI,1.4L i4 Diesel,190,diesel,1390.0,,0,20000.0,20000.0,75.0,75.0,250.0,250.0,9.9,9.9,5,5,Europe,Germany,Budget
330-1,330,Volkswagen,Polo TDI,1.6L Diesel,190,diesel,1598.0,,1,20000.0,20000.0,105.0,105.0,250.0,250.0,9.9,9.9,5,5,Europe,Germany,Budget
331-0,331,Volkswagen,Golf GTE,Plug-in Hybrid (1.4L i4 Turbo),222,hybrid,1395.0,,0,40000.0,40000.0,204.0,204.0,350.0,350.0,7.6,7.6,5,5,Europe,Germany,Midrange
332-0,332,Volkswagen,Touareg V8,4.0L v8 Turbo Diesel,250,petrol,3956.0,,0,70000.0,70000.0,421.0,421.0,770.0,770.0,4.9,4.9,5,5,Europe,Germany,Premium
333-0,333,Volkswagen,Beetle Dune,1.4L i4 Turbo,200,petrol,1395.0,,0,30000.0,30000.0,150.0,150.0,250.0,250.0,7.5,7.5,4,4,Europe,Germany,Midrange
334-0,334,Volkswagen,Passat B8,1.5L i4 Turbo,210,petrol,1498.0,,0,28000.0,28000.0,150.0,150.0,250.0,250.0,8.7,8.7,5,5,Europe,Germany,Midrange
334-1,334,Volkswagen,Passat B8,2.0L Diesel,210,petrol,1968.0,,1,28000.0,28000.0,280.0,280.0,250.0,250.0,8.7,8.7,5,5,Europe,Germany,Midrange
335-0,335,Volkswagen,ID.4 Pro S,Electric,180,electric,,77.0,0,45000.0,45000.0,201.0,201.0,310.0,310.0,7.8,7.8,5,5,Europe,Germany,Midrange
337-0,337,Volkswagen,Golf Country,1.8L i4 Gas,165,petrol,1781.0,,0,25000.0,25000.0,98.0,98.0,170.0,170.0,12.0,12.0,5,5,Europe,Germany,Budget
338-0,338,Volkswagen,Jetta GLI,2.0L i4 Turbo,250,petrol,1984.0,,0,31000.0,31000.0,228.0,228.0,350.0,350.0,6.5,6.5,5,5,Europe,Germany,Midrange
339-0,339,Volkswagen,Arteon Shooting Brake,2.0L i4 Turbo,250,petrol,1984.0,,0,50000.0,50000.0,150.0,150.0,420.0,420.0,5.6,5.6,5,5,Europe,Germany,Midrange
339-1,339,Volkswagen,Arteon Shooting Brake,2.0L i4 Turbo,250,petrol,1984.0,,1,50000.0,50000.0,320.0,320.0,420.0,420.0,5.6,5.6,5,5,Europe,Germany,Midrange
340-0,340,Volkswagen,T-Cross R-Line,1.0L i3 Turbo,200,petrol,999.0,,0,27000.0,27000.0,115.0,115.0,250.0,250.0,8.5,8.5,5,5,Europe,Germany,Midrange
340-1,340,Volkswagen,T-Cross R-Line,1.5L i4 Turbo,200,petrol,1498.0,,1,27000.0,27000.0,150.0,150.0,250.0,250.0,8.5,8.5,5,5,Europe,Germany,Midrange
341-0,341,Volkswagen,Golf R32,3.2L VR6,250,petrol,3189.0,,0,40000.0,40000.0,240.0,240.0,320.0,320.0,6.2,6.2,5,5,Europe,Germany,Midrange
342-0,342,Volkswagen,Passat B7,1.6L Diesel,220,petrol,1598.0,,0,26000.0,26000.0,120.0,120.0,280.0,280.0,8.5,8.5,5,5,Europe,Germany,Midrange
342-1,342,Volkswagen,Passat B7,2.0L i4 Turbo,220,petrol,1984.0,,1,26000.0,26000.0,240.0,240.0,280.0,280.0,8.5,8.5,5,5,Europe,Germany,Midrange
343-0,343,Volkswagen,Scirocco 16V,1.8L i4 Gas,220,petrol,1781.0,,0,35000.0,35000.0,137.0,137.0,230.0,230.0,7.1,7.1,4,4,Europe,Germany,Midrange
344-0,344,Volkswagen,Polo BlueMotion,1.2L Diesel i3,190,diesel,1199.0,,0,20000.0,20000.0,75.0,75.0,210.0,210.0,10.5,10.5,5,5,Europe,Germany,Budget
344-1,344,Volkswagen,Polo BlueMotion,1.2L Diesel i3,190,diesel,1199.0,,1,20000.0,20000.0,95.0,95.0,210.0,210.0,10.5,10.5,5,5,Europe,Germany,Budget
345-0,345,Volkswagen,Golf Variant GTD,2.0L Diesel i4,230,diesel,1968.0,,0,38000.0,38000.0,184.0,184.0,380.0,380.0,7.5,7.5,5,5,Europe,Germany,Midrange
346-0,346,Volkswagen,Polo GTI R5,1.6L Turbocharged Rally Engine,200,petrol,1598.0,,0,45000.0,45000.0,272.0,272.0,400.0,400.0,4.1,4.1,5,5,Europe,Germany,Midrange
347-0,347,Volkswagen,ID. Buzz Pro,Electric,145,electric,,77.0,0,60000.0,60000.0,204.0,204.0,310.0,310.0,10.2,10.2,7,7,Europe,Germany,Premium
348-0,348,Volkswagen,Jetta Hybrid,1.4L i4 Turbo + Electric Motor,210,hybrid,1395.0,,0,28000.0,28000.0,170.0,170.0,250.0,250.0,8.6,8.6,5,5,Europe,Germany,Midrange
349-0,349,Volkswagen,Golf Variant Alltrack,2.0L Diesel i4,220,petrol,1968.0,,0,35000.0,35000.0,150.0,150.0,320.0,320.0,7.8,7.8,5,5,Europe,Germany,Midrange
349-1,349,Volkswagen,Golf Variant Alltrack,2.0L Diesel i4,220,petrol,1968.0,,1,35000.0,35000.0,200.0,200.0,320.0,320.0,7.8,7.8,5,5,Europe,Germany,Midrange
350-0,350,Volkswagen,Volkswagen XL1,Plug-in Hybrid (0.8L i2 Diesel),160,hybrid,800.0,,0,150000.0,150000.0,68.0,68.0,140.0,140.0,11.9,11.9,2,2,Europe,Germany,Luxury
351-0,351,Volkswagen,Golf TDI,2.0L Diesel i4,220,diesel,1968.0,,0,28000.0,28000.0,150.0,150.0,350.0,350.0,8.0,8.0,5,5,Europe,Germany,Midrange
351-1,351,Volkswagen,Golf TDI,2.0L Diesel i4,220,diesel,1968.0,,1,28000.0,28000.0,184.0,184.0,350.0,350.0,8.0,8.0,5,5,Europe,Germany,Midrange
352-0,352,Volkswagen,Passat Variant,1.5L i4 Turbo,220,petrol,1498.0,,0,30000.0,30000.0,150.0,150.0,280.0,280.0,8.5,8.5,5,5,Europe,Germany,Midrange
352-1,352,Volkswagen,Passat Variant,2.0L Diesel,220,petrol,1968.0,,1,30000.0,30000.0,240.0,240.0,280.0,280.0,8.5,8.5,5,5,Europe,Germany,Midrange
353-0,353,Volkswagen,Polo GTI Clubsport,2.0L i4 Turbo,240,petrol,1984.0,,0,30000.0,30000.0,300.0,300.0,320.0,320.0,6.7,6.7,5,5,Europe,Germany,Midrange
355-0,355,Volkswagen,ID.3 GTX,Electric,180,electric,,77.0,0,45000.0,45000.0,299.0,299.0,310.0,310.0,6.2,6.2,5,5,Europe,Germany,Midrange
356-0,356,Volkswagen,Arteon R-Line,2.0L i4 Turbo,250,petrol,1984.0,,0,50000.0,50000.0,190.0,190.0,420.0,420.0,5.6,5.6,5,5,Europe,Germany,Midrange
356-1,356,Volkswagen,Arteon R-Line,2.0L i4 Turbo,250,petrol,1984.0,,1,50000.0,50000.0,280.0,280.0,420.0,420.0,5.6,5.6,5,5,Europe,Germany,Midrange
357-0,357,Volkswagen,Golf TGI,1.5L i4 CNG,220,petrol,1498.0,,0,30000.0,30000.0,130.0,130.0,200.0,200.0,8.8,8.8,5,5,Europe,Germany,Midrange
358-0,358,Volkswagen,Scirocco GTS,2.0L i4 Turbo,246,petrol,1984.0,,0,35000.0,35000.0,220.0,220.0,350.0,350.0,6.5,6.5,4,4,Europe,Germany,Midrange
359-0,359,Volkswagen,Caddy Maxi,2.0L Diesel i4,180,diesel,1968.0,,0,25000.0,25000.0,122.0,122.0,250.0,250.0,12.0,12.0,7,7,Europe,Germany,Budget
359-1,359,Volkswagen,Caddy Maxi,2.0L Diesel i4,180,diesel,1968.0,,1,25000.0,25000.0,150.0,150.0,250.0,250.0,12.0,12.0,7,7,Europe,Germany,Budget
360-0,360,Volkswagen,Volkswagen Lupo 3L,1.2L Diesel i3,165,diesel,1199.0,,0,20000.0,20000.0,61.0,61.0,140.0,140.0,14.5,14.5,4,4,Europe,Germany,Budget
361-0,361,Volkswagen,Polo Beats,1.0L i3 Turbo,187,petrol,999.0,,0,22000.0,22000.0,95.0,95.0,175.0,175.0,9.5,9.5,5,5,Europe,Germany,Budget
362-0,362,Volkswagen,Passat Hybrid,1.4L i4 Turbo + Electric Motor,210,hybrid,1395.0,,0,32000.0,32000.0,215.0,215.0,330.0,330.0,7.4,7.4,5,5,Europe,Germany,Midrange
363-0,363,Volkswagen,Golf TCR,2.0L i4 Turbo,250,petrol,1984.0,,0,40000.0,40000.0,290.0,290.0,370.0,370.0,5.6,5.6,5,5,Europe,Germany,Midrange
364-0,364,Volkswagen,Tiguan R-Line,2.0L i4 Turbo,250,petrol,1984.0,,0,45000.0,45000.0,190.0,190.0,420.0,420.0,4.9,4.9,5,5,Europe,Germany,Midrange
364-1,364,Volkswagen,Tiguan R-Line,2.0L i4 Turbo,250,petrol,1984.0,,1,45000.0,45000.0,230.0,230.0,420.0,420.0,4.9,4.9,5,5,Europe,Germany,Midrange
365-0,365,Volkswagen,Sharan Business,2.0L Diesel i4,200,diesel,1968.0,,0,35000.0,35000.0,150.0,150.0,350.0,350.0,8.3,8.3,7,7,Europe,Germany,Midrange
365-1,365,Volkswagen,Sharan Business,2.0L Diesel i4,200,diesel,1968.0,,1,35000.0,35000.0,184.0,184.0,350.0,350.0,8.3,8.3,7,7,Europe,Germany,Midrange
366-0,366,Volkswagen,ID. Buzz Cargo Pro,Electric,145,electric,,77.0,0,55000.0,55000.0,204.0,204.0,310.0,310.0,10.2,10.2,2,2,Europe,Germany,Premium
367-0,367,Volkswagen,Arteon 280 TSI,2.0L i4 Turbo,250,petrol,1984.0,,0,50000.0,50000.0,280.0,280.0,350.0,350.0,5.6,5.6,5,5,Europe,Germany,Midrange
368-0,368,Volkswagen,Jetta GLI 35th,2.0L i4 Turbo,250,petrol,1984.0,,0,31000.0,31000.0,228.0,228.0,350.0,350.0,6.5,6.5,5,5,Europe,Germany,Midrange
369-0,369,Volkswagen,Beetle Final Edition,2.0L i4 Turbo,205,petrol,1984.0,,0,25000.0,25000.0,174.0,174.0,250.0,250.0,7.0,7.0,4,4,Europe,Germany,Budget
370-0,370,Volkswagen,Golf Variant TDI,2.0L Diesel i4,220,diesel,1968.0,,0,30000.0,30000.0,150.0,150.0,350.0,350.0,7.8,7.8,5,5,Europe,Germany,Midrange
370-1,370,Volkswagen,Golf Variant TDI,2.0L Diesel i4,220,diesel,1968.0,,1,30000.0,30000.0,184.0,184.0,350.0,350.0,7.8,7.8,5,5,Europe,Germany,Midrange
371-0,371,Volkswagen,Golf 4MOTION,2.0L Diesel i4,250,petrol,1968.0,,0,40000.0,40000.0,150.0,150.0,400.0,400.0,4.9,4.9,5,5,Europe,Germany,Midrange
371-1,371,Volkswagen,Golf 4MOTION,2.0L Diesel i4,250,petrol,1968.0,,1,40000.0,40000.0,184.0,184.0,400.0,400.0,4.9,4.9,5,5,Europe,Germany,Midrange
372-0,372,Volkswagen,Jetta SportWagen,1.4L i4 Turbo,200,petrol,1395.0,,0,27000.0,27000.0,147.0,147.0,250.0,250.0,8.5,8.5,5,5,Europe,Germany,Midrange
372-1,372,Volkswagen,Jetta SportWagen,2.0L Diesel i4,200,petrol,1968.0,,1,27000.0,27000.0,150.0,150.0,250.0,250.0,8.5,8.5,5,5,Europe,Germany,Midrange
373-0,373,Volkswagen,Polo GTI Plus,2.0L i4 Turbo,237,petrol,1984.0,,0,30000.0,30000.0,207.0,207.0,320.0,320.0,6.7,6.7,5,5,Europe,Germany,Midrange
374-0,374,Volkswagen,Touareg V6,3.0L v6 Turbo Diesel,235,petrol,2967.0,,0,60000.0,60000.0,231.0,231.0,450.0,450.0,7.5,7.5,5,5,Europe,Germany,Premium
374-1,374,Volkswagen,Touareg V6,Gasoline,235,petrol,2967.0,,1,60000.0,60000.0,340.0,340.0,450.0,450.0,7.5,7.5,5,5,Europe,Germany,Premium
375-0,375,Volkswagen,Tiguan eHybrid,1.4L i4 Turbo + Electric Motor,200,hybrid,1395.0,,0,42000.0,42000.0,245.0,245.0,400.0,400.0,7.5,7.5,5,5,Europe,Germany,Midrange
376-0,376,Volkswagen,Up! e-up!,Electric,130,electric,,32.3,0,23000.0,23000.0,83.0,83.0,210.0,210.0,11.9,11.9,4,4,Europe,Germany,Budget
377-0,377,Volkswagen,Amarok V8,4.0L v8 Turbo Diesel,210,diesel,3996.0,,0,70000.0,70000.0,310.0,310.0,580.0,580.0,7.4,7.4,5,5,Europe,Germany,Premium
377-1,377,Volkswagen,Amarok V8,4.0L v8 Turbo Diesel,210,diesel,3996.0,,1,70000.0,70000.0,340.0,340.0,580.0,580.0,7.4,7.4,5,5,Europe,Germany,Premium
378-0,378,Volkswagen,Golf R Cabriolet,2.0L i4 Turbo,250,petrol,1984.0,,0,45000.0,45000.0,265.0,265.0,380.0,380.0,5.9,5.9,4,4,Europe,Germany,Midrange
379-0,379,Volkswagen,Passat Alltrack TDI,2.0L Diesel i4,220,diesel,1968.0,,0,40000.0,40000.0,190.0,190.0,400.0,400.0,8.0,8.0,5,5,Europe,Germany,Midrange
380-0,380,Volkswagen,ID. Buzz Cargo EV,Electric,145,electric,,77.0,0,55000.0,55000.0,204.0,204.0,310.0,310.0,10.2,10.2,2,2,Europe,Germany,Premium
381-0,381,Nissan,Versa,1.6L inline-4,180,petrol,1598.0,,0,16700.0,16700.0,122.0,122.0,154.0,154.0,10.4,10.4,5,5,Asia,Japan,Budget
382-0,382,Nissan,Micra,1.0L Turbocharged inline-3,175,petrol,999.0,,0,15500.0,15500.0,100.0,100.0,160.0,160.0,10.8,10.8,5,5,Asia,Japan,Budget
383-0,383,Nissan,Patrol Platinum,5.6L v8,210,petrol,5552.0,,0,77000.0,77000.0,400.0,400.0,560.0,560.0,7.3,7.3,7,7,Asia,Japan,Premium
384-0,384,Nissan,Qashqai,1.3L Turbocharged inline-4,195,petrol,1332.0,,0,26000.0,26000.0,156.0,156.0,260.0,260.0,8.9,8.9,5,5,Asia,Japan,Midrange
385-0,385,Nissan,Murano,3.5L v6,210,petrol,3498.0,,0,39000.0,39000.0,260.0,260.0,325.0,325.0,7.5,7.5,5,5,Asia,Japan,Midrange
386-0,386,Nissan,Maxima Platinum,3.5L v6,220,petrol,3498.0,,0,45000.0,45000.0,300.0,300.0,353.0,353.0,6.2,6.2,5,5,Asia,Japan,Midrange
387-0,387,Nissan,Armada,5.6L v8,210,petrol,5552.0,,0,51000.0,51000.0,400.0,400.0,560.0,560.0,6.5,6.5,8,8,Asia,Japan,Premium
388-0,388,Nissan,Kicks,1.6L inline-4,180,petrol,1598.0,,0,20000.0,20000.0,122.0,122.0,154.0,154.0,10.7,10.7,5,5,Asia,Japan,Budget
389-0,389,Nissan,X-Trail,1.5L Turbocharged inline-3,200,hybrid,1498.0,,0,29000.0,29000.0,201.0,201.0,305.0,305.0,8.0,8.0,5,5,Asia,Japan,Midrange
390-0,390,Nissan,Z (Fairlady Z),3.0L Twin-Turbo v6,250,petrol,2997.0,,0,40000.0,40000.0,400.0,400.0,475.0,475.0,4.5,4.5,2,2,Asia,Japan,Midrange
391-0,391,Nissan,Almera,1.0L Turbocharged inline-3,185,petrol,999.0,,0,14500.0,14500.0,100.0,100.0,160.0,160.0,10.7,10.7,5,5,Asia,Japan,Budget
392-0,392,Nissan,Sylphy,1.8L inline-4,190,petrol,1798.0,,0,18000.0,18000.0,137.0,137.0,174.0,174.0,9.6,9.6,5,5,Asia,Japan,Budget
393-0,393,Nissan,Note,1.2L inline-3 Hybrid,170,hybrid,1198.0,,0,16000.0,16000.0,109.0,109.0,150.0,150.0,11.5,11.5,5,5,Asia,Japan,Budget
394-0,394,Nissan,Sunny,1.6L inline-4,180,petrol,1598.0,,0,15000.0,15000.0,118.0,118.0,156.0,156.0,11.0,11.0,5,5,Asia,Japan,Budget
395-0,395,Nissan,Cube,1.8L inline-4,175,petrol,1798.0,,0,14500.0,14500.0,122.0,122.0,171.0,171.0,10.6,10.6,5,5,Asia,Japan,Budget
